loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
274,1.0, Graduate, Yes,5900000.0,16700000,16.0,308,5800000,8800000,19100000,5300000, Rejected
275,3.0, Graduate, Yes,1700000.0,4900000,16.0,591,4700000,1000000,4300000,1400000, Approved
276,1.0, Not Graduate, No,7000000.0,23000000,10.0,886,14000000,3700000,26700000,3600000, Approved
277,4.0, Not Graduate, No,1700000.0,4000000,6.0,829,0,1600000,5200000,1700000, Approved
278,0.0, Not Graduate, No,,4900000,12.0,651,1600000,2800000,4600000,800000, Approved
279,4.0, Not Graduate, No,2000000.0,4700000,18.0,733,3700000,3700000,7000000,2800000, Approved
280,5.0, Graduate, Yes,3900000.0,15500000,12.0,433,9500000,5400000,7900000,4600000, Rejected
281,1.0, Graduate, Yes,900000.0,3600000,14.0,713,1300000,1000000,1800000,1200000, Approved
282,1.0, Graduate, No,6900000.0,22500000,18.0,403,800000,8400000,16900000,6300000, Rejected
283,0.0,, Yes,,7800000,10.0,405,7800000,2500000,7100000,3400000, Rejected
284,3.0, Graduate, Yes,6800000.0,19900000,10.0,516,16000000,6000000,26000000,8500000, Rejected
285,4.0, Not Graduate, Yes,600000.0,1800000,8.0,417,1700000,700000,1800000,800000, Rejected
286,1.0, Not Graduate, No,4700000.0,14000000,6.0,468,11300000,1800000,10600000,4600000, Rejected
287,5.0, Graduate, Yes,3000000.0,11800000,10.0,672,8700000,3600000,9800000,4100000, Approved
288,5.0, Not Graduate, No,4000000.0,13900000,6.0,530,6000000,5600000,12500000,6000000, Rejected
289,1.0, Not Graduate, Yes,3100000.0,11300000,14.0,824,3700000,6000000,11000000,4400000, Approved
290,1.0, Not Graduate, Yes,7700000.0,25500000,12.0,549,18100000,10600000,20500000,7000000, Rejected
291,5.0, Not Graduate, Yes,4300000.0,9300000,10.0,450,2100000,6700000,10000000,4100000, Rejected
292,1.0, Graduate, Yes,5800000.0,19500000,20.0,431,13800000,5000000,15600000,3300000, Rejected
293,3.0, Graduate, Yes,3600000.0,10700000,16.0,312,2300000,1600000,13100000,5200000, Rejected
294,0.0, Not Graduate, Yes,2900000.0,7600000,8.0,320,8000000,5600000,9600000,3100000, Rejected
295,0.0, Graduate, No,8800000.0,20200000,4.0,433,16000000,4200000,30500000,12400000, Rejected
296,1.0, Not Graduate, Yes,300000.0,1000000,10.0,431,400000,500000,900000,100000, Rejected
297,5.0, Not Graduate, Yes,8600000.0,28900000,8.0,516,9900000,1800000,30200000,6800000, Rejected
298,2.0, Not Graduate, Yes,3500000.0,12000000,14.0,476,1100000,6800000,12400000,2900000, Rejected
299,5.0, Graduate, No,800000.0,2600000,6.0,560,100000,200000,3000000,1000000, Approved
300,2.0, Graduate, No,8000000.0,27100000,12.0,674,14400000,400000,25300000,6400000, Approved
301,0.0, Not Graduate, Yes,9900000.0,38200000,6.0,573,17200000,10000000,20100000,5900000, Approved
302,2.0, Not Graduate, No,3300000.0,6600000,6.0,331,6300000,2000000,8900000,2700000, Rejected
303,4.0, Graduate, Yes,2000000.0,6700000,12.0,633,100000,800000,4800000,2000000, Approved
304,3.0, Not Graduate, No,4900000.0,12900000,18.0,877,1800000,7000000,17900000,3300000, Approved
305,5.0, Not Graduate, Yes,9200000.0,23600000,12.0,656,1400000,11200000,36400000,4900000, Approved
306,0.0, Not Graduate, No,7500000.0,18200000,6.0,782,7400000,12000000,19800000,4100000, Approved
307,5.0, Not Graduate, No,9000000.0,29300000,4.0,531,10400000,9500000,35500000,5800000, Approved
308,3.0, Not Graduate, No,1400000.0,4100000,8.0,455,3000000,1400000,2900000,2100000, Rejected
309,3.0, Graduate, No,9600000.0,19900000,14.0,452,4200000,16200000,28500000,6600000, Rejected
310,2.0, Graduate, No,8400000.0,33200000,14.0,474,19600000,15000000,25400000,11500000, Rejected
311,3.0, Not Graduate, No,6400000.0,24400000,4.0,483,7800000,2400000,19100000,4500000, Approved
312,4.0, Graduate, No,5900000.0,16800000,8.0,481,6900000,11400000,19500000,3300000, Rejected
313,2.0, Graduate, Yes,2200000.0,5100000,20.0,859,3800000,1200000,6400000,3100000, Approved
314,4.0, Graduate, Yes,5600000.0,14100000,,696,9000000,9200000,16500000,6800000, Approved
315,4.0, Not Graduate, No,9800000.0,28700000,6.0,778,16600000,7400000,29700000,11100000, Approved
316,4.0, Graduate, No,4400000.0,14600000,4.0,499,1300000,6500000,16100000,5700000, Approved
317,2.0, Not Graduate, Yes,2400000.0,4900000,4.0,888,6400000,4300000,5100000,3400000, Approved
318,1.0, Graduate, No,4400000.0,10800000,12.0,674,9600000,2700000,17200000,5300000, Approved
319,4.0, Graduate, No,3700000.0,13200000,4.0,802,9800000,2400000,12500000,4300000, Approved
320,4.0, Not Graduate, Yes,2300000.0,7800000,8.0,540,1500000,3400000,4700000,2800000, Rejected
321,4.0, Graduate, Yes,5900000.0,19600000,8.0,726,17400000,6800000,20100000,8000000, Approved
322,4.0, Not Graduate, Yes,6400000.0,23500000,2.0,485,7300000,2700000,23600000,3900000, Approved
323,4.0, Graduate, Yes,4900000.0,17100000,6.0,612,1300000,7000000,19500000,5000000, Approved
324,3.0, Not Graduate, Yes,9500000.0,24200000,8.0,879,3100000,17200000,26400000,12700000, Approved
325,2.0, Not Graduate, No,5700000.0,16400000,12.0,708,3700000,800000,15000000,4400000, Approved
326,2.0, Not Graduate, Yes,2700000.0,5700000,8.0,850,3500000,5000000,10500000,3900000, Approved
327,2.0, Not Graduate, Yes,3900000.0,11300000,12.0,516,3100000,0,10400000,4600000, Rejected
328,0.0, Not Graduate, No,7800000.0,28800000,12.0,465,4700000,7500000,28800000,7400000, Rejected
329,0.0, Graduate, No,1100000.0,3200000,20.0,716,1800000,1400000,3600000,1500000, Approved
330,4.0, Not Graduate, No,200000.0,600000,10.0,404,0,100000,400000,0, Rejected
331,0.0, Not Graduate, Yes,4700000.0,10600000,20.0,512,8400000,4000000,12300000,7000000, Rejected
332,3.0, Not Graduate, Yes,8200000.0,20600000,10.0,441,16100000,11400000,29100000,6100000, Rejected
333,2.0, Not Graduate, Yes,4600000.0,18400000,2.0,555,7700000,2400000,14200000,4200000, Approved
334,5.0, Not Graduate, No,1800000.0,7000000,18.0,466,2600000,2100000,6000000,1900000, Rejected
335,3.0, Graduate, Yes,3200000.0,8600000,2.0,427,3900000,1800000,7100000,4700000, Rejected
336,4.0, Not Graduate, Yes,5500000.0,20000000,14.0,593,15100000,2700000,19900000,4900000, Approved
337,3.0,, No,7900000.0,18300000,10.0,731,4200000,3400000,22200000,8400000, Approved
338,1.0, Graduate, Yes,4000000.0,10100000,16.0,451,7000000,3900000,14300000,3900000, Rejected
339,3.0, Not Graduate, Yes,6800000.0,16900000,18.0,628,3600000,900000,15600000,4900000, Approved
340,1.0, Not Graduate, No,2700000.0,9400000,18.0,704,5300000,2300000,6400000,2400000, Approved
341,2.0, Not Graduate, No,6800000.0,23500000,12.0,341,19300000,11800000,14300000,8500000, Rejected
342,5.0, Graduate, No,8600000.0,21000000,8.0,465,11700000,14900000,19500000,9900000, Rejected
343,4.0, Graduate, No,8000000.0,30100000,4.0,431,11900000,13800000,18800000,11500000, Approved
344,1.0, Graduate, Yes,3700000.0,12600000,10.0,424,5400000,1100000,14200000,4400000, Rejected
345,0.0, Graduate, No,2600000.0,5100000,14.0,678,500000,1200000,6000000,3100000, Approved
346,4.0, Graduate, No,4200000.0,16800000,6.0,381,9600000,3800000,14800000,5900000, Rejected
347,5.0, Graduate, Yes,8000000.0,28000000,10.0,449,18500000,1500000,17400000,3900000, Rejected
348,1.0, Not Graduate, No,7100000.0,23500000,12.0,768,6400000,12100000,22400000,7300000, Approved
349,0.0, Not Graduate, No,2000000.0,7000000,6.0,666,0,1200000,4300000,1400000, Rejected
350,4.0, Not Graduate, Yes,5800000.0,13300000,14.0,742,16100000,9300000,16300000,7000000, Approved
351,3.0, Not Graduate, Yes,6700000.0,15800000,4.0,445,10500000,7600000,14100000,9100000, Rejected
352,2.0, Graduate, No,7300000.0,28700000,14.0,634,5900000,3800000,21200000,10800000, Approved
353,4.0, Not Graduate, No,3300000.0,9700000,14.0,782,2500000,0,10400000,2200000, Approved
354,0.0, Graduate, No,3000000.0,7000000,10.0,781,7200000,600000,11700000,2700000, Approved
355,4.0, Not Graduate, No,7900000.0,17200000,14.0,318,14200000,9500000,23200000,9000000, Rejected
356,5.0, Not Graduate, No,7600000.0,24100000,18.0,721,21900000,11500000,22900000,7200000, Approved
357,5.0, Not Graduate, No,3700000.0,9800000,4.0,563,9500000,5100000,11200000,3000000, Approved
358,2.0, Not Graduate, No,8400000.0,26300000,4.0,419,22900000,7900000,29200000,6200000, Approved
359,0.0, Graduate, Yes,8200000.0,20800000,14.0,372,3800000,100000,26100000,5200000, Rejected
360,0.0, Not Graduate, No,2900000.0,9500000,18.0,885,4300000,2300000,6500000,3500000, Approved
361,1.0, Not Graduate, Yes,9900000.0,38400000,12.0,596,10000000,9300000,36500000,6800000, Approved
362,0.0, Graduate, No,4400000.0,14100000,2.0,349,3300000,1300000,8800000,6200000, Approved
363,1.0, Not Graduate, Yes,9000000.0,32200000,16.0,468,4500000,16400000,28600000,10900000, Rejected
364,3.0, Not Graduate, Yes,6800000.0,26900000,16.0,818,14700000,10400000,26300000,7300000, Approved
365,2.0, Not Graduate, No,8700000.0,28000000,12.0,543,16900000,6000000,22900000,6700000, Rejected
366,3.0, Graduate, No,9400000.0,21900000,16.0,685,8100000,5600000,34500000,5000000, Approved
367,3.0, Not Graduate, Yes,6000000.0,12500000,18.0,851,14600000,5000000,16800000,5000000, Approved
368,1.0, Not Graduate, Yes,9400000.0,29800000,10.0,377,24100000,18500000,30900000,11700000, Rejected
369,0.0, Not Graduate, Yes,1000000.0,4000000,10.0,620,2400000,1300000,3700000,1100000, Approved
370,3.0, Graduate, Yes,900000.0,2300000,20.0,611,600000,1500000,1900000,500000, Approved
371,4.0, Not Graduate, No,2100000.0,7700000,4.0,767,1200000,1700000,6900000,1300000, Approved
372,5.0, Graduate, Yes,1100000.0,3200000,20.0,592,3200000,700000,3500000,500000, Approved
373,0.0, Graduate, Yes,600000.0,2300000,4.0,319,1600000,800000,2300000,700000, Approved
374,4.0, Not Graduate, Yes,9200000.0,25500000,10.0,900,9400000,10500000,27400000,12800000, Approved
375,2.0, Not Graduate, Yes,3600000.0,12800000,18.0,814,8600000,4100000,10300000,4100000, Approved
376,5.0, Not Graduate, Yes,1300000.0,5000000,10.0,755,2100000,2200000,4800000,1900000, Approved
377,5.0,, Yes,7700000.0,16800000,20.0,584,8600000,4800000,23400000,8000000, Approved
378,4.0, Graduate, Yes,9500000.0,23500000,14.0,380,22900000,6700000,25100000,7300000, Rejected
379,2.0, Not Graduate, Yes,5000000.0,17600000,20.0,465,6200000,5200000,16500000,5200000, Rejected
380,0.0, Not Graduate, No,500000.0,1800000,2.0,531,1300000,500000,1900000,700000, Approved
381,1.0, Graduate, Yes,8300000.0,32100000,16.0,814,18500000,2700000,28900000,7500000, Approved
382,0.0, Graduate, No,5300000.0,17900000,6.0,678,4700000,3900000,14400000,3600000, Approved
383,2.0, Not Graduate, Yes,9300000.0,29000000,12.0,655,7900000,6800000,29900000,4900000, Approved
384,3.0, Not Graduate, No,2300000.0,7400000,2.0,682,6500000,2400000,7600000,2100000, Approved
385,1.0, Not Graduate, No,400000.0,1300000,6.0,695,200000,500000,800000,100000, Approved
386,3.0, Not Graduate, No,3200000.0,10800000,4.0,833,2600000,1000000,8700000,2600000, Approved
387,5.0, Not Graduate, Yes,9400000.0,35300000,16.0,302,4100000,12500000,37000000,12900000, Rejected
388,1.0, Graduate, No,2300000.0,6600000,2.0,357,5900000,200000,6000000,2200000, Rejected
389,5.0, Not Graduate, No,4300000.0,14500000,12.0,302,12500000,4300000,12500000,5100000, Rejected
390,0.0, Graduate, Yes,6200000.0,22400000,18.0,873,15700000,6600000,15800000,8200000, Approved
391,0.0, Not Graduate, Yes,7200000.0,19800000,12.0,658,12700000,8100000,25000000,7300000, Approved
392,5.0, Graduate, Yes,2400000.0,8700000,18.0,877,2800000,2900000,7100000,1100000, Approved
393,3.0, Not Graduate, No,2900000.0,6300000,8.0,648,3400000,3400000,7600000,1400000, Approved
394,1.0, Graduate, No,1400000.0,5200000,12.0,730,2900000,0,3700000,700000, Approved
395,4.0, Not Graduate, Yes,2200000.0,8200000,14.0,737,5800000,2800000,8200000,1400000, Approved
396,2.0, Graduate, Yes,800000.0,3200000,10.0,584,0,200000,2100000,700000, Rejected
397,0.0, Graduate, No,600000.0,1700000,2.0,621,400000,400000,2000000,200000, Approved
398,4.0,, Yes,700000.0,2700000,16.0,583,1100000,1200000,1400000,300000, Approved
399,2.0, Not Graduate, No,8400000.0,25900000,16.0,621,8600000,13400000,33500000,4200000, Approved
400,2.0, Not Graduate, No,7100000.0,21500000,16.0,610,5800000,12100000,14200000,9300000, Approved
401,4.0, Graduate, No,5400000.0,15700000,18.0,452,13700000,2600000,16500000,6600000, Rejected
402,5.0, Graduate, No,3700000.0,7300000,18.0,339,9300000,100000,13900000,5300000, Rejected
403,3.0, Graduate, Yes,5200000.0,15200000,16.0,650,1300000,5700000,13500000,4100000, Approved
404,4.0, Not Graduate, Yes,200000.0,700000,10.0,672,200000,200000,300000,300000, Approved
405,3.0, Graduate, No,500000.0,1000000,20.0,501,800000,800000,900000,200000, Rejected
406,2.0, Not Graduate, Yes,1800000.0,5700000,4.0,809,1200000,1900000,6300000,2400000, Approved
407,5.0, Graduate, Yes,9200000.0,29400000,8.0,318,18000000,5900000,33800000,5400000, Rejected
408,4.0, Not Graduate, No,900000.0,3300000,10.0,649,0,400000,1800000,1200000, Approved
409,3.0, Not Graduate, No,7500000.0,28300000,12.0,367,9200000,11300000,22700000,7000000, Rejected
410,5.0, Not Graduate, No,3000000.0,11800000,6.0,847,8200000,2200000,7100000,2300000, Approved
411,5.0, Graduate, No,7100000.0,18900000,12.0,360,10700000,1100000,19800000,8500000, Rejected
412,1.0, Graduate, Yes,3500000.0,7200000,2.0,865,4100000,3200000,11900000,4200000, Approved
413,4.0, Not Graduate, No,4900000.0,18800000,16.0,880,4200000,4700000,13200000,2600000, Approved
414,1.0, Graduate, No,4100000.0,8400000,20.0,608,1400000,8000000,10000000,4400000, Approved
415,0.0, Graduate, Yes,800000.0,2100000,6.0,760,300000,100000,1600000,600000, Approved
416,3.0, Graduate, Yes,1700000.0,4600000,12.0,385,1500000,1300000,5200000,1700000, Rejected
417,0.0, Graduate, Yes,6100000.0,23300000,12.0,478,3800000,2300000,17700000,4900000, Rejected
418,1.0, Graduate, Yes,2100000.0,7700000,16.0,327,5000000,500000,4700000,2300000, Rejected
419,0.0, Graduate, No,3100000.0,9300000,6.0,663,1300000,1400000,8100000,3800000, Approved
420,2.0, Not Graduate, Yes,1700000.0,3500000,20.0,693,2200000,1400000,4800000,1700000, Approved
421,3.0, Graduate, No,1700000.0,5400000,6.0,710,4800000,700000,5800000,1700000, Approved
422,4.0, Not Graduate, Yes,4000000.0,14500000,6.0,711,2400000,5700000,10900000,4100000, Approved
423,5.0, Graduate, No,5600000.0,18400000,8.0,386,11300000,6700000,11300000,5600000, Rejected
424,4.0, Graduate, Yes,3900000.0,11900000,10.0,855,10200000,4000000,10200000,2800000, Approved
425,4.0, Graduate, Yes,6100000.0,15300000,14.0,573,1100000,9900000,13300000,8400000, Approved
426,0.0, Graduate, Yes,1100000.0,2800000,18.0,431,500000,300000,4300000,1400000, Rejected
427,2.0, Graduate, No,5500000.0,14800000,8.0,364,13000000,4500000,12600000,4500000, Rejected
428,4.0, Graduate, Yes,1100000.0,3600000,14.0,711,2500000,500000,3600000,600000, Approved
429,4.0, Not Graduate, Yes,400000.0,900000,20.0,771,1000000,500000,1600000,500000, Approved
430,3.0, Graduate, No,9200000.0,36400000,18.0,669,3100000,12700000,30900000,12300000, Approved
431,4.0,, Yes,9300000.0,27500000,18.0,338,21500000,500000,34900000,6600000, Rejected
432,, Graduate, No,1100000.0,3500000,8.0,562,2300000,1200000,3200000,500000, Approved
433,3.0, Not Graduate, No,5600000.0,18700000,2.0,769,8000000,8200000,17300000,4800000, Approved
434,0.0, Graduate, Yes,6300000.0,21500000,8.0,629,600000,3400000,22000000,5200000, Approved
435,3.0, Graduate, No,8800000.0,18100000,6.0,699,6400000,2100000,18500000,9400000, Approved
436,, Not Graduate, No,8400000.0,20800000,20.0,590,5100000,8900000,32100000,10800000, Approved
437,3.0, Graduate, Yes,1600000.0,5700000,4.0,707,3300000,2700000,6200000,2300000, Approved
438,3.0, Not Graduate, Yes,4500000.0,11400000,8.0,391,8500000,6800000,9900000,4500000, Rejected
439,5.0, Not Graduate, No,6500000.0,18500000,4.0,891,13600000,3300000,23600000,7100000, Approved
440,3.0, Graduate, Yes,9500000.0,20600000,2.0,731,13400000,3800000,20700000,9200000, Approved
441,3.0, Not Graduate, No,4700000.0,16700000,,775,4000000,1700000,17300000,3500000, Approved
442,5.0, Graduate, Yes,9600000.0,32400000,2.0,897,3500000,15400000,26800000,6200000, Approved
443,5.0, Graduate, No,8000000.0,26700000,20.0,794,8000000,14700000,29900000,7800000, Approved
444,2.0, Graduate, No,7700000.0,16700000,6.0,555,12900000,2900000,18100000,8500000, Approved
445,1.0, Not Graduate, Yes,3600000.0,10300000,12.0,536,6800000,500000,12200000,2700000, Rejected
446,2.0, Not Graduate, No,700000.0,1700000,10.0,839,100000,700000,2000000,900000, Approved
447,0.0, Graduate, Yes,1400000.0,5100000,6.0,890,4100000,1900000,5200000,1900000, Approved
448,, Graduate, Yes,8600000.0,27900000,20.0,415,12200000,14800000,27100000,7900000, Rejected
449,4.0, Graduate, No,4700000.0,15700000,4.0,868,3300000,2500000,13800000,4800000, Approved
450,3.0, Graduate, Yes,2900000.0,5800000,12.0,353,8400000,2600000,10100000,3100000, Rejected
451,4.0, Not Graduate, No,9000000.0,29000000,16.0,590,4600000,15600000,29200000,12300000, Approved
452,5.0, Graduate, Yes,500000.0,900000,18.0,618,1400000,600000,1200000,400000, Approved
453,2.0, Not Graduate, Yes,700000.0,1700000,10.0,539,1400000,1000000,1900000,900000, Rejected
454,0.0, Graduate, No,6800000.0,27000000,4.0,429,17100000,7600000,21400000,9400000, Approved
455,2.0, Graduate, No,1800000.0,4700000,8.0,792,4500000,1200000,4100000,2200000, Approved
456,0.0, Not Graduate, No,6000000.0,12400000,2.0,608,3000000,2100000,17900000,6800000, Approved
457,4.0, Graduate, Yes,5400000.0,21500000,14.0,555,4300000,1500000,14300000,7500000, Approved
458,5.0, Graduate, Yes,8400000.0,17500000,12.0,620,15300000,13600000,26000000,5800000, Approved
459,0.0, Graduate, No,7400000.0,20900000,6.0,635,15600000,14000000,21000000,7200000, Approved
460,2.0, Graduate, No,3200000.0,12500000,10.0,457,6100000,2000000,8200000,4300000, Rejected
461,1.0, Graduate, Yes,5400000.0,21400000,8.0,350,2600000,1000000,19700000,6800000, Rejected
462,5.0, Graduate, Yes,1000000.0,2500000,14.0,885,2200000,100000,2300000,1100000, Approved
463,, Graduate, No,4400000.0,14700000,16.0,638,4000000,2700000,14400000,2700000, Approved
464,1.0, Graduate, Yes,3800000.0,10500000,12.0,710,1800000,6200000,12500000,2500000, Approved
465,3.0, Not Graduate, Yes,6100000.0,20900000,18.0,470,500000,8500000,18000000,7500000, Rejected
466,5.0, Not Graduate, Yes,5500000.0,17300000,16.0,874,1000000,2900000,13700000,7900000, Approved
467,5.0, Not Graduate, Yes,500000.0,1800000,18.0,411,1000000,500000,1300000,200000, Rejected
468,0.0, Not Graduate, Yes,300000.0,1100000,2.0,482,200000,100000,1100000,400000, Approved
469,1.0, Graduate, Yes,6200000.0,16900000,2.0,396,10600000,7500000,23700000,7600000, Rejected
470,0.0, Not Graduate, No,300000.0,900000,20.0,436,0,400000,600000,200000, Rejected
471,0.0, Not Graduate, Yes,6900000.0,22100000,20.0,303,13600000,4600000,22000000,6900000, Rejected
472,4.0, Graduate, No,3700000.0,11400000,12.0,728,4200000,5800000,7300000,2300000, Approved
473,3.0, Not Graduate, Yes,8800000.0,28600000,10.0,775,5200000,5000000,32000000,9600000, Approved
474,5.0, Graduate, Yes,8200000.0,23500000,12.0,402,15100000,1500000,24300000,5800000, Rejected
475,1.0, Not Graduate, Yes,9200000.0,31500000,18.0,698,5300000,6100000,20400000,8300000, Approved
476,0.0, Not Graduate, No,2400000.0,7800000,14.0,665,5200000,2900000,6200000,2900000, Approved
477,4.0, Not Graduate, No,4100000.0,13500000,18.0,490,4700000,6200000,13900000,2000000, Rejected
478,1.0, Graduate, No,8000000.0,31900000,12.0,504,23800000,1500000,22100000,6000000, Rejected
479,3.0, Not Graduate, Yes,3600000.0,8600000,8.0,790,5400000,5900000,9800000,5200000, Approved
